P(topic 1),P(topic 2),P(topic 3),P(topic 4),P(topic 5)
0.1000000864406216,0.5999993055251819,0.1000002334487358,0.10000021515287605,0.10000015943258474
0.04197625352507998,0.04243268849451738,0.04197144265479914,0.8316497508287614,0.041969864496842126
0.10000007471775717,0.10000018271614192,0.10000019218494555,0.10000017998319237,0.5999993703979629
0.06671719726662186,0.7331141875686406,0.06672388478375253,0.06672300653187574,0.0667217238491092
0.10000208532824272,0.10000503311275603,0.10000527913953274,0.10000485778414847,0.5999827446353201
0.7059471350630546,0.07349757252088995,0.07349764367772983,0.07349748589039101,0.07356016284793482
0.6647322838731216,0.08375721764607642,0.08375706637570876,0.08375709499096183,0.08399633711413144
0.7768829383661116,0.055511936641869625,0.056568373206249745,0.05553084372300473,0.0555059080627643
0.07366009927978351,0.0736714638964064,0.07367172633297804,0.07373494411434939,0.7052617663764826
0.35525397686160254,0.17611418382708144,0.0565132560450263,0.35506467698088257,0.05705390628540717
0.08317726075574619,0.0831879689862567,0.08318881118682352,0.6672625465364518,0.0831834125347218
0.7274345025353377,0.06794874363321891,0.06854337527404748,0.06794890266368053,0.06812447589371537
0.061919444546078645,0.061918127131999574,0.06183620386850364,0.7524902885149602,0.06183593593845794
0.6610778204818052,0.08471276097054788,0.0847128945326195,0.08471261013696228,0.08478391387806503
0.5527803874731854,0.24443876077263188,0.06682413812449484,0.06682369661494209,0.06913301701474593
0.05841542566359939,0.05864000197885518,0.05824914951124444,0.05825130816342396,0.766444114682877
0.7452302528498612,0.06365354719821859,0.06365463338497875,0.06365277024383151,0.06380879632310994
0.5550357741989989,0.05887453409880986,0.05887586791313845,0.2683478623630279,0.058865961426025036
0.07335097175953265,0.5137409560148858,0.07335252708521531,0.2662038336575786,0.0733517114827877
0.18473759146106747,0.45506629250036107,0.06743972793480034,0.22333411328273564,0.06942227482103552
0.08434395547727226,0.6626216912033266,0.08434500464501747,0.08434493900615089,0.0843444096682327
0.7293935238670436,0.06759257360275904,0.06759258976051058,0.06759251372367238,0.06782879904601447
0.06719446923466416,0.7311905708227548,0.06720770735701144,0.06720608021244126,0.06720117237312832
0.07322099875098384,0.7069963052023431,0.07322217003441812,0.0733389502599942,0.07322157575226072
0.6177487493377235,0.20573763168322168,0.05858368754309938,0.058583427700061357,0.05934650373589403
0.5990713760308499,0.10000151504083975,0.10000157127772838,0.1000014498135769,0.1009240878370051
0.061919444546078645,0.061918127131999574,0.06183620386850364,0.7524902885149602,0.06183593593845794
0.05726406574136915,0.055300588363522134,0.055300682802499265,0.05530050773455837,0.7768341553580511
0.774531466178322,0.05615200663594565,0.05615241179284673,0.056385635982193885,0.056778479410691654
0.25278735417069714,0.04779880491505573,0.04780112378301803,0.10587193156532591,0.5457407855659033
0.8102836148234354,0.0475407638070572,0.04729137326289005,0.04738218395961919,0.047502064146998195
0.7327098809785132,0.06682341741014286,0.06682458892661526,0.0668231462937409,0.06681896639098794
0.21503989146531738,0.05573619142284806,0.0557409164948327,0.056187677940917974,0.6172953226760839
0.41597089139695914,0.02810359891071846,0.027253423092623245,0.5013010673968795,0.027371019202819695
0.06226192734785446,0.0622370151564399,0.06223703657678996,0.750898370597588,0.06236565032132775
0.06686722502752214,0.06669632983737254,0.06669640286700972,0.7330439170873368,0.06669612518075879
0.1649876756077862,0.181223280209452,0.18089944894208748,0.05837735023956706,0.41451224500110717
0.10000046196303033,0.1000012038566803,0.10000127095376828,0.5999961737844345,0.10000088944208654
0.0829296353262555,0.08293066003903027,0.08293077159366617,0.668278702981383,0.08293023005966496
0.5990713760308499,0.10000151504083975,0.10000157127772838,0.1000014498135769,0.1009240878370051
0.08304968819460527,0.08285486904587797,0.08285609071410974,0.08285444511927635,0.6683849069261307
0.7021044825136645,0.07444240882718207,0.07444505521938538,0.07447907703981557,0.07452897639995239
0.08288936713227602,0.08290221316066272,0.08290333885081082,0.6684093212940403,0.08289575956221013
0.27366692074081356,0.537654013097002,0.06289874712416153,0.0628947854349796,0.06288553360304333
0.764034757836409,0.05881159338719442,0.05881187359615773,0.05881140170215889,0.059530373478079955
0.7265904004143233,0.06818121823568257,0.06818224709766318,0.06820215372631258,0.06884398052601821
0.06716640710159354,0.0671293967866716,0.06712941193710625,0.7312634444598712,0.06731133971475745
0.7623892878789721,0.059385354069987496,0.05938655088463244,0.05940408943050991,0.05943471773589799
0.3468614895999352,0.07368560259421493,0.07368671594574185,0.07368476043797739,0.4320814314221308
0.6982099810496388,0.0752538372710636,0.07525478589016905,0.07525317672606499,0.0760282190630637
0.686006928497406,0.07815961890502789,0.0781596385562247,0.07815962251566969,0.07951419152567171
0.5179799621363058,0.06724022384248937,0.06724226072347925,0.2803104939088183,0.06722705938890737
0.2,0.2,0.2,0.2,0.2
0.8407717484565791,0.03970011398245877,0.039700614075979246,0.04010690068921827,0.03972062279576471
0.0869795311309121,0.08699519235593063,0.08699640927385928,0.08699414363853314,0.6520347236007648
0.08287711766254748,0.08288374332319345,0.0828851688920601,0.6684784508613161,0.08287551926088296
0.10000004490693107,0.5999996593414523,0.10000011091367104,0.10000010339834776,0.1000000814395978
0.3724351141553838,0.06848513370608399,0.06848651388611372,0.06853280567300551,0.422060432579413
0.5999269065610286,0.10002015659821012,0.10002063795235834,0.10001822925441545,0.10001406963398747
0.059050529692954566,0.053563855309960856,0.5057636205439878,0.05348148752162988,0.3281405069314669
0.09231194354175058,0.08435649883198505,0.08435741504832454,0.0846263500168711,0.6543477925610688
0.2,0.2,0.2,0.2,0.2
0.0869086406720922,0.08410980620604702,0.08411002318921589,0.44066985806921666,0.3042016718634284
0.10184874803450084,0.029687394740157833,0.029383322949574207,0.80896231755821,0.030118216717557204
0.19000684421761965,0.062116788310449325,0.06211784465788504,0.06211639969266844,0.6236421231213776
0.07680550103202796,0.07323167962472839,0.07323072760267224,0.07323068257950581,0.7035014091610656
0.055286695452279336,0.054947091024221476,0.05489841606253976,0.7796546038119943,0.05521319364896511
0.5999879787119945,0.10000279781701792,0.10000433438678798,0.1000027369799298,0.10000215210426971
0.7496706489827563,0.06259161372304667,0.06258786100245095,0.062582598788674,0.06256727750307199
0.8286648105848219,0.042738513128865,0.04274066998488813,0.042951056080201076,0.04290495022122404
0.7746947739643327,0.05627894146763529,0.05627988442505262,0.05627829909118367,0.056468101051795706
0.0734808057738198,0.07332567817868106,0.7058962470638841,0.073325379499104,0.07397188948451087
0.05607660341702624,0.05571362180482447,0.05581198709706856,0.05604766677312345,0.7763501209079572
0.3643528451579533,0.05898916117331657,0.3557745235440986,0.05899179008721756,0.16189168003741394
0.8270935388276939,0.0815722357614546,0.0309953055547481,0.030062217943566623,0.03027670191253672
0.25946319646920496,0.07613589736460606,0.07460978686473503,0.07460759012661891,0.515183529174835
0.08442782009472835,0.08293216623183534,0.08292917164133658,0.666788722191736,0.08292211984036363
0.044529164710880226,0.07865587513912284,0.04225671601162821,0.04223907648902037,0.7923191676493483
0.5999270586422971,0.10001985307047688,0.10001992304199227,0.10001867894943317,0.10001448629580059
0.7272379365434596,0.06810557372345999,0.06810577829919265,0.06810538196031128,0.06844532947357637
0.8367117174484852,0.04019900168047994,0.04027201088991497,0.04262854650807202,0.040188723473048076
0.2381966320876994,0.028696694508420544,0.028461941114729165,0.48260173965926845,0.22204299262988256
0.1000008272101105,0.5999934103871525,0.10000220308125025,0.10000202459344973,0.10000153472803694
0.7500685108239232,0.06247861390705234,0.062480923390245545,0.06250653334072004,0.062465418538058884
0.07481113341461672,0.7049379678889086,0.07341829742732948,0.07342022664842078,0.07341237462072436
0.5997365963608007,0.10007062416671456,0.10007411711291049,0.10006813825451887,0.10005052410505544
0.21051443577672974,0.04567746981153429,0.652240995090648,0.04607642192600833,0.045490677395079795
0.05822149946180519,0.7670520067873253,0.058239252797517155,0.05825673923507994,0.058230501718272355
0.7485475276167082,0.06286629338631614,0.06286890639136132,0.06286546131732185,0.0628518112882925
0.8397768017239615,0.04023152812461776,0.03988934102371037,0.039965008851545,0.04013732027616531
0.1598968450376393,0.7518577541454426,0.02883119812308971,0.028995091202116567,0.030419111491711757
0.2,0.2,0.2,0.2,0.2
0.08459240064574557,0.083154848865903,0.0831551790935102,0.6659437391132587,0.08315383228158249
0.6612510550031359,0.08462820566184961,0.08463030143674137,0.08467974236246116,0.08481069553581205
0.7299885703391974,0.06746271463865917,0.06746382600552464,0.06762847795114234,0.06745641106547635
0.1000079268714341,0.5999430406018662,0.10001852630153239,0.10001704442532129,0.1000134617998461
0.3428970453617405,0.0454675246919638,0.04546882359153263,0.04552681907657332,0.5206397872781898
0.5292240728728288,0.07484623909704605,0.07484700942190149,0.246240926388561,0.07484175221966252
0.04137281406234786,0.8333038173780356,0.04125010871453602,0.042547982108194805,0.04152527773688566
0.35069829700217675,0.08305006232840802,0.40016699893799446,0.083048276684122,0.08303636504729901
0.2,0.2,0.2,0.2,0.2
0.7498149676001011,0.0625331911758447,0.06253385548642872,0.06256208378005249,0.06255590195757307
0.2,0.2,0.2,0.2,0.2
0.10000004490693107,0.5999996593414523,0.10000011091367104,0.10000010339834776,0.1000000814395978
0.761773527126698,0.05953658744851408,0.059538177788537414,0.05957660332364943,0.059575104312601025
0.6953123170108594,0.07597621674359487,0.07597622890052692,0.07604465835209208,0.0766905789929267
0.21337369535626244,0.6590371985396236,0.04148262038165058,0.04216499073867439,0.0439414949837891
0.4314309280620901,0.31710572540908927,0.0838237930446783,0.08382164429016138,0.0838179091939809
0.1796594290428833,0.062115502506068114,0.06359905049833121,0.632525147062972,0.062100870889745266
0.3706824487427552,0.07425547741673968,0.0742554972441272,0.40537292013431403,0.07543365646206372
0.662972421666204,0.08418501622383986,0.08418578161200999,0.0842752840658347,0.08438149643211162
0.7669622499479161,0.029782221231287945,0.029112334311650032,0.08440565162242507,0.08973754288672094
0.4531591725336258,0.37957468331102906,0.05574167697865917,0.05580003138486159,0.05572443579182445
0.10000004490693107,0.5999996593414523,0.10000011091367104,0.10000010339834776,0.1000000814395978
0.10000004490693107,0.5999996593414523,0.10000011091367104,0.10000010339834776,0.1000000814395978
0.06040244721787939,0.05961475663877943,0.0596157114987523,0.059614150496102525,0.7607529341484863
0.10000004490693107,0.5999996593414523,0.10000011091367104,0.10000010339834776,0.1000000814395978
0.693601409063151,0.0537693646116001,0.05358668504757293,0.1452465659412601,0.0537959753364159
0.7774533128149613,0.05550923476050918,0.055509544543697095,0.05551944343663976,0.05600846444419263
0.06688594969896111,0.07039645331067282,0.06689382222644379,0.7289339062359178,0.0668898685280046
0.2,0.2,0.2,0.2,0.2
0.07627347992667159,0.0762752812683852,0.0762754183412537,0.6949013561283719,0.07627446433531768
0.7872119853514626,0.05303496513284489,0.05303604962293667,0.053159785925858634,0.05355721396689719
0.6639965462734196,0.08393548670279471,0.08393596281204868,0.08399164673281899,0.08414035747891808
0.7051801058815242,0.07360108190291499,0.07360123802535236,0.0736010192528834,0.074016554937325
0.7061638638102977,0.07341711107177333,0.07341751643728536,0.0734521063523489,0.07354940232829475
0.4071978948570843,0.49829496170438287,0.031016062477948844,0.03168680819772808,0.031804272762855905
0.8168332629205294,0.04571466813841139,0.04579963607611897,0.045713474919837176,0.045938957945102984
0.05346770967383529,0.051193578389654756,0.051201679735174234,0.05119271867313407,0.7929443135282016
0.2,0.2,0.2,0.2,0.2
0.10000054406965721,0.10000145327081544,0.10000153676673666,0.10000140211461467,0.5999950637781759
0.10000004490693107,0.5999996593414523,0.10000011091367104,0.10000010339834776,0.1000000814395978
0.6677062228941939,0.08307655851818352,0.08307884682874021,0.08307493380714191,0.0830634379517405
0.5882846512856369,0.09346444208703598,0.029364609417248097,0.12293194127743076,0.16595435593264815
0.08382428951291847,0.08372197450571237,0.0837219954174064,0.6644943216217375,0.08423741894222517
0.10000937663211673,0.10002505041822407,0.5999234314792847,0.10002417657288103,0.10001796489749344
0.26459289435294997,0.04751483425742016,0.04864751837071425,0.5894689595482272,0.04977579347068834
0.05608616248223086,0.8310566790959206,0.03683039660975624,0.03865162775266559,0.03737513405942667
0.07357197862140417,0.07362288649526873,0.07357475328518343,0.7055149347192278,0.07371544687891608
0.07357056912036297,0.07357418905789614,0.07357434342657224,0.7055782473632424,0.0737026510319262
0.06442411510870487,0.062290136435936304,0.06229081896692317,0.06598636437986605,0.7450085651085696
0.5999879787119945,0.10000279781701792,0.10000433438678798,0.1000027369799298,0.10000215210426971
0.07773913421460853,0.07774119010080614,0.07774121143425386,0.6889483994207056,0.07783006482962582
0.06125011624204789,0.05997304665456971,0.05949725463516799,0.05987927892493161,0.7594003035432828
0.2108773444886639,0.03459670790624629,0.03459912273967968,0.6851393587202158,0.03478746614519423
0.309637782703972,0.05552928963456476,0.055529862844883406,0.5183287202276339,0.060974344588945975
0.7478868545124702,0.0626613821882895,0.06266050644477333,0.06266114975007049,0.06413010710439647
0.42067219453580984,0.07452980263252908,0.07453000890133592,0.35230760630417884,0.07796038762614631
0.08284722176427732,0.08285271624452953,0.08285311944700514,0.08285513351925523,0.6685918090249329
0.7633088105993592,0.05819415544897481,0.05819707457668204,0.058192322025911035,0.0621076373490729
0.06297670760752244,0.5359176083823649,0.06288999002412538,0.27487011814707374,0.06334557583891334
0.8133276290303257,0.04639979633724688,0.04639775176826289,0.046404480991820006,0.04747034187234455
0.874342871956828,0.03129859435533226,0.031715751258686316,0.03130267248340166,0.03134010994575178
0.2,0.2,0.2,0.2,0.2
0.2293193079543561,0.06301865919847169,0.0625686325449463,0.06256767553925995,0.5825257247629659
0.10000983497810727,0.5999183954723003,0.10002756462637755,0.10002536084871536,0.10001884407449953
0.7861343337132338,0.053382677257600486,0.05366844338774133,0.0533813289604595,0.05343321668096471
0.07322716095323606,0.7070462223099135,0.07324633650407548,0.07324383411421437,0.07323644611856044
0.2,0.2,0.2,0.2,0.2
0.3089608165809787,0.4502969111952662,0.036024999338207124,0.16859019811114978,0.03612707477439813
0.0800895670921515,0.07479708501466394,0.0747971365344422,0.07636115571658114,0.6939550556421612
0.7494039354952043,0.06251502922163442,0.0625150155793722,0.06251502263213604,0.06305099707165311
0.23416331257838152,0.6335538731965767,0.04404920821684086,0.04415295555936733,0.044080650448833456
0.035180369431273666,0.03522260801900992,0.035225493578879316,0.859166680936019,0.03520484803481815
0.2,0.2,0.2,0.2,0.2
0.049762504473838384,0.04663817917638899,0.04664038341609881,0.8100685224902574,0.04689041044341658
0.057034993139509195,0.05705152908406804,0.05701402405484677,0.7718868105282495,0.057012643193326475
0.10000797733419382,0.10002123502625214,0.10002227431179372,0.10002049719140023,0.59992801613636
0.10030773781901704,0.10002077012577387,0.10002134632257426,0.10001963909488802,0.5996305066377469
0.1000101899343202,0.10002722830170184,0.10002856202425044,0.5999144947278632,0.10001952501186434
0.7153018819500504,0.06731341539246642,0.06731350057385013,0.07605601814119038,0.07401518394244273
0.7285378078947767,0.03500505917573419,0.03496701854957053,0.03496116231921168,0.1665289520607069
0.7265900262118099,0.06787124698169175,0.06838537241372793,0.06787112925572944,0.06928222513704113
0.7032814539550042,0.07405195837749563,0.07405213977029376,0.07423623989769755,0.0743782079995089
0.5149642008908304,0.3087790783527695,0.05850406264206197,0.058649133601159684,0.05910352451317843
0.7190387452070497,0.03805522154261474,0.03805549546456467,0.16665196986893233,0.03819856791683869
0.779790151707221,0.05501356460396897,0.05501690126840666,0.05502823280220419,0.05515114961819916
0.5998892359773973,0.10003192365313497,0.10002990399556602,0.1000274847140776,0.10002145165982414
0.083229663966382,0.6675686978028977,0.08306843258028863,0.08306763705386931,0.08306556859656239
0.6682827877775268,0.0829326099805906,0.08293526647468445,0.0829320055130406,0.08291733025415748
0.10000004490693107,0.5999996593414523,0.10000011091367104,0.10000010339834776,0.1000000814395978
0.055856286971284294,0.05516898790271556,0.055169097880540016,0.055168943188925956,0.7786366840565342
0.07478214828268565,0.7016393230364415,0.07452654354742773,0.07452615657687839,0.07452582855656671
0.07351642227324932,0.4915713403988872,0.0733939957349943,0.07339622203319399,0.2881220195596751
0.23800883953868654,0.05761214341163806,0.5885530456448411,0.05761041211638038,0.05821555928845388
0.36522932006723,0.05850166229548639,0.05850346699911972,0.05850036820700043,0.4592651824311634
0.8108961199329631,0.04726742746813683,0.047270692348032876,0.04726966675552573,0.04729609349534159
0.6648289902030843,0.08379562903046564,0.08379773162900511,0.08379413287817904,0.08378351625926612
0.5982530513782575,0.10000086011075726,0.10000086938905248,0.10000085381792724,0.10174436530400563
0.7446653518945867,0.06377575976708094,0.06377613626464922,0.06379373383276989,0.06398901824091327
0.24623476062466715,0.07363510569459246,0.07363555887575951,0.07363153528511364,0.5328630395198672
0.3225236564409444,0.08364709537946576,0.4265490447292439,0.08364421420832033,0.0836359892420256
0.06746679588815493,0.49256943152837496,0.06398881337768625,0.06398752382779059,0.3119874353779932
0.7676325277397862,0.05810003093052492,0.058106019047330995,0.05809577223898048,0.058065650043377506
0.08372539690214093,0.08306706003520552,0.08346916549200896,0.08284542476263776,0.666892952808007
0.05685127883839716,0.15329332334858056,0.055908497728222505,0.05631659364588705,0.6776303064389126
0.1004966044608865,0.10000348597626843,0.10000368901026652,0.10000364011654117,0.5994925804360374
0.0754771331048734,0.07418200485427565,0.07418161662250472,0.07418143744447776,0.7019778079738684
0.3839872963432445,0.04548451823968374,0.04548129191380831,0.04548095011028876,0.47956594339297465
0.253948703500434,0.04558926167005521,0.04556624498763973,0.38587298032803763,0.2690228095138335
0.07635077500096589,0.07385257219243069,0.0738526647954181,0.30069045535928907,0.4752535326518963
0.7047905355609988,0.07321353087012354,0.07321354886566042,0.07321350922204704,0.07556887548117003
0.3581128993306242,0.23614185088935985,0.062732036236499,0.06272483362726143,0.2802883799162555
0.07348528774883892,0.7060503984001582,0.07348880849431218,0.07348843368826587,0.07348707166842494
0.3122577483630876,0.03168050939844378,0.0315487264022536,0.54578747051303,0.0787255453231849
0.07524442265228334,0.34620875521740824,0.07428264962471405,0.07428252724657211,0.42998164525902244
0.07320798060889455,0.07321056323192872,0.07321053222826356,0.0732106105909447,0.7071603133399685
0.08570153715068186,0.08571567989271948,0.0857167874558527,0.08571489200717773,0.6571511034935682
0.4268275204781086,0.07321632645231227,0.07321686773244572,0.3535239621027333,0.07321532323440022
0.5999966175428036,0.10000090116765097,0.10000095156961443,0.10000085324239177,0.10000067647753912
0.2168311649186553,0.07563722939975485,0.0756373507639394,0.5539658166369765,0.07792843828067372
0.2168311649186553,0.07563722939975485,0.0756373507639394,0.5539658166369765,0.07792843828067372
0.08284618156122302,0.37229282642981487,0.08284635041699567,0.08284633226334931,0.37916830932861717
0.10000007471775717,0.10000018271614192,0.10000019218494555,0.10000017998319237,0.5999993703979629
0.08405111031065583,0.08405177902757983,0.08405185280817229,0.0840517229317641,0.663793534921828
0.10000616174670486,0.10001540280160275,0.10001615650549418,0.10001486587744986,0.5999474130687483
0.3678151220032004,0.06015790622087537,0.060159148238497925,0.4511445115480378,0.060723311989388594
0.07456677406805652,0.07431338984599722,0.07431343554301359,0.07575794788297482,0.7010484526599577
0.07362518217694626,0.7054780518076174,0.07363396251009989,0.07363313848090203,0.07362966502443453
0.6636773307501835,0.21239341243795423,0.03278558729261622,0.058267944327712436,0.03287572519153344
0.139295227248468,0.036241613337024185,0.036195328496201405,0.03738346438226014,0.7508843665360463
0.10000004490693107,0.5999996593414523,0.10000011091367104,0.10000010339834776,0.1000000814395978
0.7069964580831857,0.07330754491729055,0.07323309515842681,0.0732320771860372,0.07323082465505988
0.7848150104285092,0.042820933333696916,0.042965348012178266,0.0426981634380482,0.0867005447875674
0.7483048020300721,0.0628219077969309,0.06282216170344157,0.06282171621683058,0.0632294122527248
0.43457703607571435,0.3750822357724509,0.036374969081040404,0.11791811989955818,0.03604763917123612
0.7049702925694036,0.07375774775279943,0.07375802253696093,0.07375757154018017,0.0737563656006559
0.6624526547420218,0.08435500072901164,0.08435501757655195,0.08435498907142122,0.08448233788099338
0.2,0.2,0.2,0.2,0.2
0.7586318918303511,0.0601763004141434,0.0601781066163861,0.06057976243444947,0.060433938704669926
0.48125261622591237,0.0679360668103637,0.06793635659090524,0.0681458429582641,0.3147291174145546
0.0891401547740536,0.04240022865304015,0.04239856307927494,0.042396815785683786,0.7836642377079475
0.7097975444757356,0.07230529814982688,0.07230531195146214,0.07230528703512941,0.07328655838784613
0.07152554875872215,0.06727155350309465,0.06709422929421976,0.7270192463529451,0.06708942209101837
0.061919444546078645,0.061918127131999574,0.06183620386850364,0.7524902885149602,0.06183593593845794
0.10000108445908419,0.10000245934720355,0.10000257598160338,0.1000023977445196,0.5999914824675893
0.6607733597283197,0.08381234868722856,0.08498127741798839,0.08381150735520482,0.08662150681125866
0.7797239447992171,0.03446554998200552,0.03318215222878173,0.0901573400740785,0.06247101291591729
0.7742369462880759,0.04196169292135466,0.04381197132248834,0.09793014688166163,0.04205924258641957
0.42488825765357746,0.05932298241245594,0.06088412060353841,0.05932127876565715,0.39558336056477106
0.43797504965998696,0.306898930139968,0.08415117305513511,0.08414256558357315,0.08683228156133681
0.061919444546078645,0.061918127131999574,0.06183620386850364,0.7524902885149602,0.06183593593845794
0.3994711179584823,0.06224292052205355,0.06224300495091376,0.21891152455928314,0.2571314320092672
0.7475210603079483,0.06268571663615816,0.06268604244019517,0.06270297583782142,0.06440420477787683
0.8024886118264735,0.05125098195167483,0.04866393768746487,0.048667689614187076,0.04892877892019981
0.06591845957778746,0.7480318696123419,0.06201949096958659,0.06201808363628484,0.06201209620399932
0.06038284693092582,0.059522763652341666,0.059523526992230534,0.059522244825563106,0.7610486175989388
0.07322099875098384,0.7069963052023431,0.07322217003441812,0.0733389502599942,0.07322157575226072
0.4828962432405714,0.059455381884205995,0.3379488291770084,0.0594549944737618,0.0602445512244523
0.34638835646468447,0.03713033533926577,0.035497294654923024,0.5432985953029035,0.03768541823822334
0.7493656613581856,0.062460367646779306,0.0631357742093097,0.06247478233322539,0.06256341445249997
0.16868123670732788,0.04020097173702908,0.04019869076073456,0.17203316405631608,0.5788859367385923
0.7031478302401151,0.07411670527537179,0.0741166899554474,0.07411659135725561,0.07450218317181014
0.1000136490071884,0.10003650210955087,0.10003829319684404,0.10003522650405484,0.5998763291823618
